Código,Nome,Enderezo,Concello,Provincia,Cód. postal,Teléfono,Tipo de centro,COORDENADA_X,COORDENADA_Y,TITULARIDADE,ENSINO_CONCERTADO,DEPENDENTE
15021469,CIFP Leixa,Rúa SAN PEDRO DE LEIXA s/n,Ferrol,A Coruña,15405,881938125,CIFP,43.51142883300781,-8.215303421020508,Pública,Non,Si
15021470,IES Canido,Rúa Navegantes s/n,Ferrol,A Coruña,15401,881938230,IES,43.487457275390625,-8.239638328552246,Pública,Non,Si
15021482,IES San Clemente,Rúa San Clemente s/n,Santiago de Compostela,A Coruña,15705,881867501,IES,42.878562927246094,-8.547452926635742,Pública,Non,Si
15021500,CEIP Santa Baia,Avenida Compostela 48,Boiro,A Coruña,15930,881866595,CEIP,42.643516540527344,-8.89217758178711,Pública,Non,Si
15021524,CEIP Plurilingüe A Cristina,Rúa Eduardo Blanco Amor s/n,Carballo,A Coruña,15100,881880400,CEIP,43.209293365478516,-8.696205139160156,Pública,Non,Si
15021536,CEIP Plurilingüe Víctor López Seoane,"Vía Artabra, s/n (Monte Alto)",A Coruña,A Coruña,15002,881960653,CEIP,43.38045883178711,-8.403779029846191,Pública,Non,Si
15021548,CEIP Sal Lence,Avenida de Oza 224,A Coruña,A Coruña,15006,881880820,CEIP,43.351402282714844,-8.388421058654785,Pública,Non,Si
15021603,EEI de Viñas,San Pantaleon,Paderne,A Coruña,15314,981782090,EEI,43.32695770263672,-8.194441795349121,Pública,Non,Si
15021627,CEIP Emilia Pardo Bazán,Trav. Os Rosais s/n,A Coruña,A Coruña,15011,981276781,CEIP,43.37564468383789,-8.427210807800293,Pública,Non,Si
15021721,CEIP de Zalaeta,"Rúa Curros Enriquez, s/n (Zalaeta)",A Coruña,A Coruña,15002,981211747,CEIP,43.375038146972656,-8.401504516601562,Pública,Non,Si
15021731,CEIP Plurilingüe de Frións,Lugar de Frións s/n,Ribeira,A Coruña,15967,881867027,CEIP,42.551513671875,-9.003875732421875,Pública,Non,Si
15021755,IES Cabo Ortegal,Rúa POZO DE PEREIRA 22,Cariño,A Coruña,15360,881960101,IES,43.73841857910156,-7.878522396087647,Pública,Non,Si
15021767,IES Plurilingüe Castro da Uz,Rúa José Mª Penabad López s/n,As Pontes de García Rodríguez,A Coruña,15320,881930001,IES,43.46128463745117,-7.853585720062256,Pública,Non,Si
15021779,CEIP da Castellana,A Castellana,Aranga,A Coruña,15317,881880209,CEIP,43.190608978271484,-8.023168563842773,Pública,Non,Si
15021780,CEIP Plurilingüe Bragade,Lugar A Casagrande 15,Oza-Cesuras,A Coruña,15391,881880509,CEIP,43.1717529296875,-8.200760841369629,Pública,Non,Si
15021792,CEIP Salgado Torres,Avenida Pablo Picasso 2,A Coruña,A Coruña,15008,881880830,CEIP,43.347496032714844,-8.410528182983398,Pública,Non,Si
15021809,CEIP Sofía Casanova,Rutis (Santa María),Culleredo,A Coruña,15174,881960290,CEIP,43.314823150634766,-8.381417274475098,Pública,Non,Si
15021810,CEIP Plurilingüe Santa Eulalia de Dumbría,Dumbría (Santa Baia),Dumbría,A Coruña,15151,881880654,CEIP,43.00891876220703,-9.116568565368652,Pública,Non,Si
15021834,CEIP Manuel Masdías,"Rúa Cuco Ruiz, s/n (Caranza)",Ferrol,A Coruña,15406,881938378,CEIP,43.48332214355469,-8.206652641296387,Pública,Non,Si
15021846,CEIP Plurilingüe San Xoán de Filgueira,Rúa Campo de Chao s/n,Ferrol,A Coruña,15405,881938194,CEIP,43.500694274902344,-8.216094017028809,Pública,Non,Si
15021858,CEIP Plurilingüe Almirante Juan de Lángara y Huarte,"Estrada de Catabois, 45-71",Ferrol,A Coruña,15405,981322905,CEIP,43.48999786376953,-8.234349250793457,Pública,Non,Si
15021861,CEIP Joaquín Rodríguez Otero,"Campo de Xaviña, s/n (Buño)",Malpica de Bergantiños,A Coruña,15111,881880740,CEIP,43.26634216308594,-8.789665222167969,Pública,Non,Si
15021883,CEIP Plurilingüe de Vite I,Avenida BURGO DAS NACIONS s/n,Santiago de Compostela,A Coruña,15705,881867834,CEIP,42.89101791381836,-8.542920112609863,Pública,Non,Si
15021925,CPR Ntra. Sra. del Monte Carmelo,Campo da Feira,A Pobra do Caramiñal,A Coruña,15940,981831304,CPR,42.60501480102539,-8.939260482788086,Privada,Si,Non
15021950,CEEPR Aspace,Lugar CASTELIÑO 24,Sada,A Coruña,15160,981610312,CEEPR,43.341094970703125,-8.292474746704102,Privada,Si,Non
15021974,EFAG Fonteboa,Rúa FEIRA NOVA s/n,Coristanco,A Coruña,15147,981733051,EFAG,43.187774658203125,-8.751425743103027,Privada,Si,Non
15021986,CPR Cruz Roja Española,Rúa Ferrocarril s/n,A Coruña,A Coruña,15008,981169163,CPR,43.34695053100586,-8.414769172668457,Privada,Si,Non
15022000,CPR Plurilingüe Montegrande,Avenida NUEVA YORK 178,A Coruña,A Coruña,15008,981288554,CPR,43.30720138549805,-8.430639266967773,Privada,Si,Non
15022085,CEIP de Pazos-Comoxo,Aldea Comoxo (estrada Boiro-Noia),Boiro,A Coruña,15938,658144251,CEIP,42.6788444519043,-8.886394500732422,Pública,Non,Si
15022127,CEIP da Igrexa,Rúa A IGREXA- BRENS,Cee,A Coruña,15299,607612532,CEIP,42.948848724365234,-9.173917770385742,Pública,Non,Si
15022139,EEI da Pereiriña,Bermun,Cee,A Coruña,15270,607516416,EEI,42.99591827392578,-9.19107723236084,Pública,Non,Si
15022152,EEI de Coirós,Rúa  FIGUEIRAS 30A,Coirós,A Coruña,15316,639709895,EEI,43.240339,-8.149703,Pública,Non,Si
15022310,CEIP A Gándara,"Rúa Colmeote, s/n (Gandara)",Narón,A Coruña,15570,881938386,CEIP,43.49338150024414,-8.196226119995117,Pública,Non,Si
15022322,EEI da Escravitude,Cruces (Santa María),Padrón,A Coruña,15980,644470401,EEI,42.77876281738281,-8.648444175720215,Pública,Non,Si
15022498,CPR Obradoiro,Rúa Obradoiro 49,A Coruña,A Coruña,15190,981281888,CPR,43.318973541259766,-8.425460815429688,Privada,Non,Non
15022577,CEIP de Maciñeira,"Rúa Estrada do Roxal, 17 (Maciñeira)",Neda,A Coruña,15510,881930402,CEIP,43.50261306762695,-8.12866497039795,Pública,Non,Si
15022589,CEIP Lamas de Abade,Lamas de Abade s/n,Santiago de Compostela,A Coruña,15702,981523313,CEIP,42.86142349243164,-8.533517837524414,Pública,Non,Si
15022590,CEIP de Roxos,"Rúa da Barrosa, 74 - Roxos",Santiago de Compostela,A Coruña,15896,881867434,CEIP,42.879241943359375,-8.60361099243164,Pública,Non,Si
15022607,CIFP Ánxel Casal - Monte Alto,Paseo Marítimo 47,A Coruña,A Coruña,15002,881960122,CIFP,43.38289260864258,-8.408693313598633,Pública,Non,Si
15022620,IES de Curtis,Rúa Germán de Castro s/n,Curtis,A Coruña,15310,881880620,IES,43.119564056396484,-8.14786434173584,Pública,Non,Si
15022826,EEI de Aro,Camiño Real 8,Negreira,A Coruña,15838,690178295,EEI,42.916133880615234,-8.778440475463867,Pública,Non,Si
15022981,CEIP Plurilingüe de Centieiras,Rúa Centieiras s/n,Fene,A Coruña,15500,881930133,CEIP,43.470664978027344,-8.170770645141602,Pública,Non,Si
15023041,CEIP de Galán,Rúa Miguel de Cervantes 21,Arteixo,A Coruña,15141,881880903,CEIP,43.32918930053711,-8.481766700744629,Pública,Non,Si
15023053,CEIP Portofaro,"Rúa dos Templarios, (O Temple) 1",Cambre,A Coruña,15679,881880349,CEIP,43.31283187866211,-8.356813430786133,Pública,Non,Si
15023065,CEIP Gonzalo Torrente Ballester,Rúa Souto s/n,Cambre,A Coruña,15181,881960131,CEIP,43.28718185424805,-8.362210273742676,Pública,Non,Si
15023077,CEIP Plurilingüe de Gándara-Sofán,Lugar GÁNDARA,Carballo,A Coruña,15108,881880427,CEIP,43.19325637817383,-8.626928329467773,Pública,Non,Si
15023089,CEIP Luís Seoane,Avenida Morro de Canide 1,Oleiros,A Coruña,15177,981617130,CEIP,43.369964599609375,-8.334754943847656,Pública,Non,Si
15023090,IES Macías o Namorado,Rúa Agro do Medio s/n,Padrón,A Coruña,15900,881866760,IES,42.73542404174805,-8.662155151367188,Pública,Non,Si
15023120,CEMU Contrapunto Histórico de Santiago,Praza Salvador Parga 4,Santiago de Compostela,A Coruña,15704,981564808,CEMU,42.88192367553711,-8.541584968566895,Privada,Non,Non
15023132,EOI da Coruña,Rúa da Educación s/n,A Coruña,A Coruña,15011,981279100,EOI,43.37068557739258,-8.423160552978516,Pública,Non,Si
15023223,CEIP de Bemantes,Bemantes,Miño,A Coruña,15635,981798068,CEIP,43.33985900878906,-8.173036575317383,Pública,Non,Si
15023302,IES Manuel Murguía,Avenida Arsenio Iglesias s/n,Arteixo,A Coruña,15142,981601852,IES,43.30973434448242,-8.509538650512695,Pública,Non,Si
15023314,IES de Sabón,Avenida Arsenio Iglesias 47,Arteixo,A Coruña,15142,881960140,IES,43.31208038330078,-8.510396957397461,Pública,Non,Si
15023338,IES Praia Barraña,Avenida Compostela s/n,Boiro,A Coruña,15930,881866601,IES,42.64267349243164,-8.893068313598633,Pública,Non,Si
15023341,CEIP Plurilingüe Santa María do Castro,Rúa Valiño - Cesar 55,Boiro,A Coruña,15939,881867032,CEIP,42.61979675292969,-8.874979019165039,Pública,Non,Si
15023363,CEIP Plurilingüe Manuel Murguía,Elviña (San Vicenzo),A Coruña,A Coruña,15192,881960763,CEIP,43.321868896484375,-8.430569648742676,Pública,Non,Si
15023375,CEIP Plurilingüe José Cornide Saavedra,Avenida da Sardiñeira 42,A Coruña,A Coruña,15008,981248796,CEIP,43.34962844848633,-8.417497634887695,Pública,Non,Si
15023399,CPI Plurilingüe Eusebio Lorenzo Baleirón,Tarrio,Dodro,A Coruña,15981,881867041,CPI,42.71747589111328,-8.709701538085938,Pública,Non,Si
15023405,CPI A Xunqueira,Avenida do Mar s/n,Fene,A Coruña,15500,881930110,CPI,43.47786331176758,-8.171632766723633,Pública,Non,Si
15023417,CEP Plurilingüe Pilar Maestu Sierra,Lugar Cadreche s/n,A Pobra do Caramiñal,A Coruña,15948,881866287,CEP,42.625396728515625,-8.926249504089355,Pública,Non,Si
15023430,CEP Xosé María Brea Segade,"Campo Maneiro, 43 E",Rianxo,A Coruña,15985,881867046,CEP,42.68242645263672,-8.825085639953613,Pública,Non,Si
15023466,IES Lamas de Abade,Rúa Raiola 8,Santiago de Compostela,A Coruña,15702,881866611,IES,42.85470199584961,-8.524084091186523,Pública,Non,Si
15023508,CEIP Plurilingüe Virxe do Mar,Rúa Ilas Cíes 2,Narón,A Coruña,15570,881930383,CEIP,43.497440338134766,-8.204582214355469,Pública,Non,Si
15023727,EEI de Muros,Rúa Alameda 4,Muros,A Coruña,15250,881867049,EEI,42.77367401123047,-9.058918952941895,Pública,Non,Si
15023740,CEIP A Solaina,Rúa CARDENAL CISNEROS s/n,Narón,A Coruña,15570,881930373,CEIP,43.500640869140625,-8.20205020904541,Pública,Non,Si
15023910,CEIP Martagona,Rúa Martagona s/n,Melide,A Coruña,15800,881866149,CEIP,42.91674041748047,-8.006280899047852,Pública,Non,Si
15024045,EEI de Areas,Adragonte (Santiago),Paderne,A Coruña,15314,649180677,EEI,43.29486846923828,-8.137906074523926,Pública,Non,Si
15024112,EEI do Gaioso,O Gaioso,Santiago de Compostela,A Coruña,15896,981549575,EEI,42.85307312011719,-8.514681816101074,Pública,Non,Si
15024227,CEIP de Pazos,Serantes (San Salvador),Ferrol,A Coruña,15405,881930322,CEIP,43.50902557373047,-8.231473922729492,Pública,Non,Si
15024239,CEIP dos Muíños,Moraime (San Xulián),Muxía,A Coruña,15125,881880787,CEIP,43.08108901977539,-9.190584182739258,Pública,Non,Si
15024513,CIFP Someso,Rúa Someso 6,A Coruña,A Coruña,15008,881880001,CIFP,43.33864212036133,-8.412233352661133,Pública,Non,Si
15024756,EEI de Carballosa,San Pedro De Muro (San Pedro),Porto do Son,A Coruña,15994,600732091,EEI,42.62041091918945,-9.027886390686035,Pública,Non,Si
15024771,CEP Plurilingüe de Carreira,Rúa Pé do Corniño s/n,Ribeira,A Coruña,15967,881866351,CEP,42.544986724853516,-9.011919975280762,Pública,Non,Si
15024884,CPR Plurilingüe Rias Altas,Estrada da Zapateira s/n,Culleredo,A Coruña,15174,981174371,CPR,43.31476974487305,-8.41077995300293,Privada,Si,Non
15024896,CEIP Plurilingüe de Nétoma-Razo,Rúa Pacífico 20,Carballo,A Coruña,15107,881880431,CEIP,43.284820556640625,-8.712898254394531,Pública,Non,Si
15024902,CEIP Plurilingüe Wenceslao Fernández Flórez,Avenida Ferrocarril 17-19,A Coruña,A Coruña,15007,881960300,CEIP,43.351661682128906,-8.409513473510742,Pública,Non,Si
15024938,CEIP de Esteiro,Avenida de Vigo,Ferrol,A Coruña,15403,981352904,CEIP,43.482826232910156,-8.221126556396484,Pública,Non,Si
15024941,CEIP Plurilingüe A Laxe,"Rúa A Torre, Valón",Ferrol,A Coruña,15593,881930326,CEIP,43.494503021240234,-8.267683982849121,Pública,Non,Si
15024951,CEIP Plurilingüe de Louro,Rúa Agra de Filgueira s/n,Muros,A Coruña,15291,981827753,CEIP,42.76533889770508,-9.08497142791748,Pública,Non,Si
15024963,CEIP Plurilingüe de Andrade,"Andrade, 39 A",Pontedeume,A Coruña,15614,881930471,CEIP,43.387577056884766,-8.166011810302734,Pública,Non,Si
15024975,CEIP Pío XII,Rúa Poza de Bar s/n,Santiago de Compostela,A Coruña,15705,881866419,CEIP,42.87957763671875,-8.551851272583008,Pública,Non,Si
15025025,CEIP San Francisco Javier,Ronda de Outeiro 72,A Coruña,A Coruña,15009,881960980,CEIP,43.35205078125,-8.402438163757324,Pública,Non,Si
15025037,CEIP Sagrada Familia,Ronda de Outeiro 211,A Coruña,A Coruña,15007,881960316,CEIP,43.35719299316406,-8.418488502502441,Pública,Non,Si
15025050,CEIP Ramón María del Valle-Inclán,Avenida R.Mª Valle-Inclan,Oleiros,A Coruña,15172,881960324,CEIP,43.33549880981445,-8.363433837890625,Pública,Non,Si
15025062,CEIP de Portosín,"Praia, s/n (Portosin)",Porto do Son,A Coruña,15999,881866313,CEIP,42.758262634277344,-8.949995994567871,Pública,Non,Si
15025074,CEIP O Marbán,Rúa A Igrexa 45,As Somozas,A Coruña,15565,881938101,CEIP,43.534332275390625,-7.941580772399902,Pública,Non,Si
15025116,CPR Santa Apolonia,Rúa Poza Real 5,Santiago de Compostela,A Coruña,15899,981520273,CPR,42.860069274902344,-8.567253112792969,Privada,Non,Non
15025220,CEP Plurilingüe de Ventín,Ventin,Ames,A Coruña,15895,881867490,CEP,42.850868225097656,-8.588841438293457,Pública,Non,Si
15025244,CPR Radio ECCA,Rúa Bugalla Marquesi,A Coruña,A Coruña,15008,981293658,CPR,43.34589385986328,-8.409018516540527,Privada,Non,Non
15025256,CEIP Alfredo Brañas,Rúa Porta Santa 19,A Laracha,A Coruña,15145,881880700,CEIP,43.25020217895508,-8.556235313415527,Pública,Non,Si
15025268,IES As Telleiras,Estrada Cedeira km.1,Narón,A Coruña,15570,881930350,IES,43.51464080810547,-8.189009666442871,Pública,Non,Si
15025281,CEIP de Olveira,Rúa A Igrexa 75,Ribeira,A Coruña,15969,881866347,CEIP,42.587135314941406,-9.048593521118164,Pública,Non,Si
15025301,IES Arcebispo Xelmírez II,Rúa Irmandiños 15,Santiago de Compostela,A Coruña,15704,881867055,IES,42.89289855957031,-8.534360885620117,Pública,Non,Si
15025347,CEEPR Aspanaes-Duques de Lugo,Rúa da Raiola 6,Santiago de Compostela,A Coruña,15702,981596589,CEEPR,42.86244201660156,-8.53614330291748,Privada,Si,Non
15025359,CEEPR Aspanaes Ricardo Touceda,San Pedro de Leixa s/n,Ferrol,A Coruña,15405,981320091,CEEPR,43.510372161865234,-8.214275360107422,Privada,Si,Non
15025487,CEIP Campomaior,Travesa de Campomaior s/n,Ordes,A Coruña,15680,881880886,CEIP,43.079654693603516,-8.412577629089355,Pública,Non,Si
15025530,IES da Pobra do Caramiñal,Xobre (Maño),A Pobra do Caramiñal,A Coruña,15940,881867064,IES,42.59587097167969,-8.928558349609375,Pública,Non,Si
15025542,CEIP Plurilingüe Xuño,Xuño,Porto do Son,A Coruña,15995,881866301,CEIP,42.63846206665039,-9.032998085021973,Pública,Non,Si
15025554,CEIP Emilio González López,"Rúa Lamelas, 21 (Lema)",Cambre,A Coruña,15659,881880363,CEIP,43.27495574951172,-8.319402694702148,Pública,Non,Si
15025566,IES Ferrol Vello,"Rúa Alonso Lopez, s/n (Ferrol Vello)",Ferrol,A Coruña,15401,881930291,IES,43.48048782348633,-8.244617462158203,Pública,Non,Si
15025581,CPREX Chester College Internat. School,Travesa de Montouto 2,Teo,A Coruña,15894,981819160,CPREX,42.83881378173828,-8.544367790222168,Privada,Non,Non
15025611,IES Monte das Moas,Rúa José María Hernansaez 23,A Coruña,A Coruña,15009,981284377,IES,43.35041809082031,-8.394198417663574,Pública,Non,Si
15025621,EPAPU Eduardo Pondal,Rúa da Educación 3 2º andar,A Coruña,A Coruña,15011,881960901,EPAPU,43.37055206298828,-8.423922538757324,Pública,Non,Si
15025633,CEIP Plurilingüe Os Casais,Lugar da Armada,Fene,A Coruña,15520,881930124,CEIP,43.44977951049805,-8.190189361572266,Pública,Non,Si
15025645,IES Ricardo Carvalho Calero,Avenida Castelao s/n,Ferrol,A Coruña,15406,881938138,IES,43.48310852050781,-8.204941749572754,Pública,Non,Si
15025657,IES de Mugardos,Rúa O Cristo s/n,Mugardos,A Coruña,15620,881938200,IES,43.458892822265625,-8.261354446411133,Pública,Non,Si
15025670,CEIP Plurilingüe Isidro Parga Pondal,"Camiño do Saber, s/n (Porto de Santa Cruz)",Oleiros,A Coruña,15179,881880802,CEIP,43.347198486328125,-8.34260368347168,Pública,Non,Si
15025682,CIFP Fraga do Eume,Rúa Ricardo Sanchez 3,Pontedeume,A Coruña,15600,881930455,CIFP,43.406436920166016,-8.168109893798828,Pública,Non,Si
15025694,IES Moncho Valcarce,Rúa Jose M. Penabad Lopez s/n,As Pontes de García Rodríguez,A Coruña,15320,881930055,IES,43.459556579589844,-7.854728221893311,Pública,Non,Si
15025712,IES Antonio Fraguas Fraguas,Rúa Londres 10,Santiago de Compostela,A Coruña,15703,981588498,IES,42.88124465942383,-8.530136108398438,Pública,Non,Si
15025724,CEIP Plurilingüe Os Tilos,Rúa Ameneiro 21,Teo,A Coruña,15894,881866735,CEIP,42.84317398071289,-8.538406372070312,Pública,Non,Si
15025751,EPAPU Sta. María de Caranza,Rúa Luis de Requesens s/n,Ferrol,A Coruña,15406,881938317,EPAPU,43.48549270629883,-8.209174156188965,Pública,Non,Si
15025827,CPR Anxela,Rúa Francisco Añon 7,A Coruña,A Coruña,15010,981253025,CPR,43.36283493041992,-8.41806697845459,Privada,Non,Non
15026029,IES Isaac Díaz Pardo,A Laguna 19,Sada,A Coruña,15160,881880942,IES,43.34678649902344,-8.255313873291016,Pública,Non,Si
15026030,IES Terra de Xallas,Rúa Rosalía de Castro s/n,Santa Comba,A Coruña,15840,881867080,IES,43.03501892089844,-8.816557884216309,Pública,Non,Si
15026111,CRA de Narón,Lugar San Xiao s/n,Narón,A Coruña,15578,881930366,CRA,43.53069305419922,-8.164719581604004,Pública,Non,Si
15026121,IES Plurilingüe Xosé Neira Vilas,Rúa Xose Neira Vilas 3,Oleiros,A Coruña,15172,881880858,IES,43.3369140625,-8.372735023498535,Pública,Non,Si
15026169,CRA de Teo,Lugar Solláns 77,Teo,A Coruña,15886,881867105,CRA,42.82550811767578,-8.573376655578613,Pública,Non,Si
15026194,CEIP Plurilingüe A Fraga,Avenida da Habana s/n,As Pontes de García Rodríguez,A Coruña,15320,881938156,CEIP,43.45030975341797,-7.84497594833374,Pública,Non,Si
15026236,EEI da Angustia,Campo ANGUSTIA,A Pobra do Caramiñal,A Coruña,15948,636485074,EEI,42.61925506591797,-8.924449920654297,Pública,Non,Si
15026352,IES Brión,Paseo de Pedrouzos 3,Brión,A Coruña,15865,881866058,IES,42.86244583129883,-8.677664756774902,Pública,Non,Si
15026376,IES Punta Candieira,Rúa do Ensino s/n,Cedeira,A Coruña,15350,881930076,IES,43.657466888427734,-8.04723834991455,Pública,Non,Si
15026388,IES Plurilingüe Fontexería,Rúa Agra de Baño 21,Muros,A Coruña,15259,881867110,IES,42.78884506225586,-9.062742233276367,Pública,Non,Si
15026391,IES Xulián Magariños,Rúa Castelao s/n,Negreira,A Coruña,15830,881867126,IES,42.912967681884766,-8.732778549194336,Pública,Non,Si
15026406,IES Eduardo Pondal,Rúa Teresa Mosquera Manso s/n,Ponteceso,A Coruña,15110,881880924,IES,43.2401237487793,-8.891243934631348,Pública,Non,Si
15026418,IES Terra de Soneira,Gandara 25,Vimianzo,A Coruña,15129,881866519,IES,43.104270935058594,-9.042128562927246,Pública,Non,Si
15026421,IES Plurilingüe Rafael Dieste,Ronda de Outeiro 334,A Coruña,A Coruña,15011,881960930,IES,43.368900299072266,-8.424077987670898,Pública,Non,Si
15026455,IES Terra de Trasancos,Camiño REAL s/n,Narón,A Coruña,15570,881938159,IES,43.514427185058594,-8.186010360717773,Pública,Non,Si
15026492,CMUS Superior da Coruña,Rúa Manuel Murguía s/n,A Coruña,A Coruña,15011,981141295,CMUS,43.36892318725586,-8.423391342163086,Pública,Non,Si
15026509,CRA de Valdoviño,Aldea Taraza 221 1º,Valdoviño,A Coruña,15550,623105879,CRA,43.59840774536133,-8.184913635253906,Pública,Non,Si
15026546,EOI de Ferrol,Rúa Real 29,Ferrol,A Coruña,15402,881938400,EOI,43.485313415527344,-8.229640007019043,Pública,Non,Si
15026637,CEIP de Barouta,Ames (San Tomé),Ames,A Coruña,15229,881867455,CEIP,42.910308837890625,-8.654731750488281,Pública,Non,Si
15026649,CPR Divino Maestro,Lugar VIRXE DO MONTE 6,A Pobra do Caramiñal,A Coruña,15940,981830011,CPR,42.60960388183594,-8.939813613891602,Privada,Si,Non
15026650,CMUS Elemental de Betanzos,Praza de Galicia,Betanzos,A Coruña,15300,981773696,CMUS,43.282352447509766,-8.21190071105957,Pública,Non,Non
15026662,CMUS Profesional de Carballo,Rúa do Pan s/n,Carballo,A Coruña,15100,981704300,CMUS,43.21138381958008,-8.695721626281738,Pública,Non,Non
15026698,IES Espiñeira,Espiñeira,Boiro,A Coruña,15930,881866630,IES,42.65675735473633,-8.88231372833252,Pública,Non,Si
15026704,IES David Buján,Camiño dos Cacharros 1,Cambre,A Coruña,15181,881961200,IES,43.28670883178711,-8.354804992675781,Pública,Non,Si
15026716,IES Plurilingüe Adormideras,Rúa Juan Sebastián Elcano 28,A Coruña,A Coruña,15002,881880086,IES,43.38317108154297,-8.39629077911377,Pública,Non,Si
15026728,CMUS Profesional de Culleredo,Avd.de la Coruña s/n,Culleredo,A Coruña,15670,981667798,CMUS,43.316314697265625,-8.365070343017578,Pública,Non,Non
15026731,IES Campo de San Alberto,Rúa Egas Moniz 6,Noia,A Coruña,15200,881867135,IES,42.78722381591797,-8.887714385986328,Pública,Non,Si
15026741,CMUS Profesional das Pontes de G.Rodríg.,Avenida das Veigas s/n,As Pontes de García Rodríguez,A Coruña,15320,981440024,CMUS,43.450809478759766,-7.862782955169678,Pública,Non,Non
15026753,IES A Pontepedriña,Rúa Amor Ruibal (A Pontepedriña),Santiago de Compostela,A Coruña,15702,881867152,IES,42.86785125732422,-8.546485900878906,Pública,Non,Si
15026765,CEIP Milladoiro,Rúa VENTORRILLO s/n,Malpica de Bergantiños,A Coruña,15113,881880736,CEIP,43.32086181640625,-8.81751537322998,Pública,Non,Si
15026777,CEIP Plurilingüe Pepe de Xan Baña,Traba,Santa Comba,A Coruña,15848,881866641,CEIP,43.06181716918945,-8.74726390838623,Pública,Non,Si
15026789,CEIP Baíñas,Baíñas (Santo Antoíño),Vimianzo,A Coruña,15127,881960010,CEIP,43.02997970581055,-9.02367877960205,Pública,Non,Si
15026807,IES Félix Muriel,Rúa MARÍA ANA MOGAS 1,Rianxo,A Coruña,15920,881866646,IES,42.653358459472656,-8.80803108215332,Pública,Non,Si
15026947,CEMU Profesional Obradoiro,"Rúa Feans, 152 - (Apartado 1189)",A Coruña,A Coruña,15190,981281888,CEMU,43.318946838378906,-8.42546272277832,Privada,Non,Non
15026960,CEIP Plurilingüe de Ponzos,Rúa Ponzos s/n,Ferrol,A Coruña,15404,981370480,CEIP,43.48912048339844,-8.216228485107422,Pública,Non,Si
15027010,CDAN Profesional da Coruña,"Rúa Franxa, 14 - Pazo de Martelo",A Coruña,A Coruña,15001,981080181,CDAN,43.370967864990234,-8.397063255310059,Pública,Non,Non
15027022,CMUS Profesional Federico Paz Carbajal,Rúa Frai Xosé Dos Santos 7,Noia,A Coruña,15200,981824885,CMUS,42.778709411621094,-8.891313552856445,Pública,Non,Non
15027046,CPR Raiola,Rúa Raiola 2,Santiago de Compostela,A Coruña,15702,981594060,CPR,42.86198043823242,-8.536360740661621,Privada,Si,Non
15027058,IES As Fontiñas,Rúa ESTOCOLMO 5,Santiago de Compostela,A Coruña,15707,881866661,IES,42.886104583740234,-8.523109436035156,Pública,Non,Si
15027125,IES de Viós,Lugar A Poceira 8,Abegondo,A Coruña,15318,881960793,IES,43.202613830566406,-8.285016059875488,Pública,Non,Si
15027149,CEIP Plurilingüe de Cespón,Cespon,Boiro,A Coruña,15991,881866691,CEIP,42.67300033569336,-8.860816955566406,Pública,Non,Si
15027162,CMUS Profesional de Melide,Rúa Galicia s/n,Melide,A Coruña,15800,981507929,CMUS,42.91609573364258,-8.014418601989746,Pública,Non,Non
15027216,IES Fernando Esquío,Rúa Empedron 16,Neda,A Coruña,15510,881930387,IES,43.513885498046875,-8.150991439819336,Pública,Non,Si
15027228,IES María Casares,Avenida CHE GUEVARA 140,Oleiros,A Coruña,15179,981626344,IES,43.33994674682617,-8.351475715637207,Pública,Non,Si
15027241,CEIP Juan Fernández Latorre,Rúa Casanova de Eiris 26,A Coruña,A Coruña,15009,981133029,CEIP,43.34880065917969,-8.39803409576416,Pública,Non,Si
15027253,CEIP Isaac Díaz Pardo,"Avenida Ribados, s/n (Carcabelos)",Culleredo,A Coruña,15670,881880608,CEIP,43.31257629394531,-8.371925354003906,Pública,Non,Si
15027307,IES Isidro Parga Pondal,Muiño da Pintura,Carballo,A Coruña,15100,881880371,IES,43.22191619873047,-8.690839767456055,Pública,Non,Si
15027319,IES de Sar,Rúa BERNARDO BARREIRO DE V.V. s/n,Santiago de Compostela,A Coruña,15702,881867162,IES,42.87446975708008,-8.540164947509766,Pública,Non,Si
15027332,CEIP das Fontiñas,Rúa de Roma 21,Santiago de Compostela,A Coruña,15707,981543175,CEIP,42.88457489013672,-8.523637771606445,Pública,Non,Si
15027368,IES Maximino Romero de Lema,Prado da Torre s/n,Zas,A Coruña,15150,881960015,IES,43.14453887939453,-8.956624984741211,Pública,Non,Si
15027381,ESMU Municipal de Padrón,Praza Rodriguez Cobian s/n,Padrón,A Coruña,15900,981810451,ESMU,42.73932647705078,-8.66148567199707,Pública,Non,Non
15027393,CEIP Xesús San Luís Romero,Rúa Fotografo Xose Vidal s/n,Carballo,A Coruña,15100,881880415,CEIP,43.2055549621582,-8.688924789428711,Pública,Non,Si
15027401,CEIP Ana María Diéguez,Atalaia s/n,Rianxo,A Coruña,15984,881867175,CEIP,42.67912292480469,-8.79367446899414,Pública,Non,Si
15027411,IES de Cacheiras,Costenla 36,Teo,A Coruña,15883,881866473,IES,42.81992721557617,-8.555699348449707,Pública,Non,Si
15027423,CPR Dolores Ramos - Manuel Peleteiro,Rúa Santiago Leon de Caracas s/n,Santiago de Compostela,A Coruña,15701,981597266,CPR,42.87123107910156,-8.546233177185059,Privada,Non,Non
